locus_tag,ftype,gene,product,Sample,Plasmid_ID,is_interesting
GCA_0020385851_plasm_00049,CDS,ccdA,Antitoxin CcdA,GCA_002038585.1,plasmid_AB461,True
GCA_0020385851_plasm_00050,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00051,CDS,repB,RepFIB replication protein A,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00052,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00053,CDS,papB,Major pilu subunit operon regulatory protein PapB,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00054,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00055,CDS,fimD,Outer membrane usher protein FimD,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00056,CDS,faeE,Chaperone protein FaeE,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00057,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00058,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00059,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00060,CDS,rcsB,Transcriptional regulatory protein RcsB,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00061,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00062,CDS,dsbA,Thiol:disulfide interchange protein DsbA,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00063,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00064,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00065,CDS,ail,Attachment invasion locus protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00066,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00067,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00068,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00069,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00070,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00071,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00072,CDS,finO,Fertility inhibition protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00073,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00074,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020385851_plasm_00075,CDS,,hypothetical protein,GCA_002038585.1,plasmid_AB461,False
GCA_0020386651_plasm_00001,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00002,CDS,rcsB,Transcriptional regulatory protein RcsB,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00003,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00004,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00005,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00006,CDS,faeE,Chaperone protein FaeE,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00007,CDS,fimD,Outer membrane usher protein FimD,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00008,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00009,CDS,papB,Major pilu subunit operon regulatory protein PapB,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00010,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00011,CDS,repB,RepFIB replication protein A,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00012,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00013,CDS,ccdA,Antitoxin CcdA,GCA_002038665.1,plasmid_AB461,True
GCA_0020386651_plasm_00014,CDS,ccdB,Toxin CcdB,GCA_002038665.1,plasmid_AB461,True
GCA_0020386651_plasm_00015,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00016,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00017,CDS,xerC,Tyrosine recombinase XerC,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00018,CDS,pdeL,Cyclic di-GMP phosphodiesterase PdeL,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00019,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00020,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00021,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00022,CDS,,Invasin,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00023,CDS,,IS200/IS605 family transposase ISEc46,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00024,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00025,CDS,vsdE,Virulence protein vsdE,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00026,CDS,spvC,MAPK phosphothreonine lyase,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00027,CDS,spvB,Mono(ADP-ribosyl)transferase SpvB,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00028,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00029,CDS,mkaB,28.1 kDa virulence protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00030,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00031,CDS,mkaC,Virulence genes transcriptional activator,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00032,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00033,CDS,,IS630 family transposase ISEc33,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00034,CDS,,IS481 family transposase ISAzs36,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00035,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00036,CDS,hin,DNA-invertase hin,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00037,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00038,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00039,CDS,smc,Chromosome partition protein Smc,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00040,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00041,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00042,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00043,CDS,,ISNCY family transposase ISSen7,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00044,CDS,parA,Plasmid partition protein A,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00045,CDS,virB,Virulence regulon transcriptional activator VirB,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00046,CDS,umuC,Protein UmuC,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00047,CDS,umuD,Protein UmuD,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00048,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00049,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00050,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00051,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00052,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00053,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00054,CDS,traM,Relaxosome protein TraM,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00055,CDS,traJ,Protein TraJ,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00056,CDS,traY,Relaxosome protein TraY,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00057,CDS,traA,Pilin,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00058,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00059,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00060,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00061,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00062,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00063,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00064,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00065,CDS,finO,Fertility inhibition protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00066,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00067,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00068,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00069,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00070,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00071,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00072,CDS,ail,Attachment invasion locus protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00073,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00074,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00075,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020386651_plasm_00076,CDS,,hypothetical protein,GCA_002038665.1,plasmid_AB461,False
GCA_0020387051_plasm_00001,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00002,CDS,rcsB,Transcriptional regulatory protein RcsB,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00003,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00004,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00005,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00006,CDS,faeE,Chaperone protein FaeE,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00007,CDS,fimD,Outer membrane usher protein FimD,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00008,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00009,CDS,papB,Major pilu subunit operon regulatory protein PapB,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00010,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00011,CDS,repB,RepFIB replication protein A,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00012,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00013,CDS,ccdA,Antitoxin CcdA,GCA_002038705.1,plasmid_AB461,True
GCA_0020387051_plasm_00014,CDS,ccdB,Toxin CcdB,GCA_002038705.1,plasmid_AB461,True
GCA_0020387051_plasm_00015,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00016,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00017,CDS,xerC,Tyrosine recombinase XerC,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00018,CDS,pdeL,Cyclic di-GMP phosphodiesterase PdeL,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00019,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00020,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00021,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00022,CDS,,Invasin,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00023,CDS,,IS200/IS605 family transposase ISEc46,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00024,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00025,CDS,vsdE,Virulence protein vsdE,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00026,CDS,spvC,MAPK phosphothreonine lyase,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00027,CDS,spvB,Mono(ADP-ribosyl)transferase SpvB,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00028,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00029,CDS,mkaB,28.1 kDa virulence protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00030,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00031,CDS,mkaC,Virulence genes transcriptional activator,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00032,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00033,CDS,,IS630 family transposase ISEc33,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00034,CDS,,IS481 family transposase ISAzs36,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00035,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00036,CDS,hin,DNA-invertase hin,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00037,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00038,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00039,CDS,smc,Chromosome partition protein Smc,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00040,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00041,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00042,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00043,CDS,,ISNCY family transposase ISSen7,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00044,CDS,parA,Plasmid partition protein A,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00045,CDS,virB,Virulence regulon transcriptional activator VirB,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00046,CDS,umuC,Protein UmuC,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00047,CDS,umuD,Protein UmuD,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00048,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00049,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00050,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00051,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00052,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00053,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00054,CDS,traM,Relaxosome protein TraM,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00055,CDS,traJ,Protein TraJ,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00056,CDS,traY,Relaxosome protein TraY,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00057,CDS,traA,Pilin,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00058,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00059,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00060,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00061,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00062,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00063,CDS,ail,Attachment invasion locus protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00064,CDS,yjiK,putative protein YjiK,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00065,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00066,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00067,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00068,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00069,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00070,CDS,finO,Fertility inhibition protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00071,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00072,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00073,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00074,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387051_plasm_00075,CDS,,hypothetical protein,GCA_002038705.1,plasmid_AB461,False
GCA_0020387151_plasm_00001,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00002,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00003,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00004,CDS,finO,Fertility inhibition protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00005,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00006,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00007,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00008,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00009,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00010,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00011,CDS,ail,Attachment invasion locus protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00012,CDS,yjiK,putative protein YjiK,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00013,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00014,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00015,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00016,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00017,CDS,traA,Pilin,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00018,CDS,traY,Relaxosome protein TraY,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00019,CDS,traJ,Protein TraJ,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00020,CDS,traM,Relaxosome protein TraM,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00021,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00022,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00023,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00024,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00025,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00026,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00027,CDS,umuD,Protein UmuD,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00028,CDS,umuC,Protein UmuC,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00029,CDS,virB,Virulence regulon transcriptional activator VirB,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00030,CDS,parA,Plasmid partition protein A,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00031,CDS,,ISNCY family transposase ISSen7,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00032,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00033,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00034,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00035,CDS,smc,Chromosome partition protein Smc,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00036,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00037,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00038,CDS,hin,DNA-invertase hin,GCA_002038715.1,plasmid_AB461,False
GCA_0020387151_plasm_00039,CDS,,hypothetical protein,GCA_002038715.1,plasmid_AB461,False
