#Organism group,Strain,Isolate identifiers,Serovar,Isolate,Create date,Location,Isolation source,Isolation type,Food origin,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,Computed types,Outbreak
"Salmonella enterica","CFSAN035289","""CFSAN035289"",""FSIS1502688"",""SRS1039479""","Enteritidis","PDT000081562.3","2015-10-01T14:13:26Z","USA:NJ","egg raw yolk","environmental/other","USA:NJ","PDS000030259.39",17,25,"SAMN03838251","GCA_008617855.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN035302","""CFSAN035302"",""FSIS1502701"",""SRS1039524""","Enteritidis","PDT000081609.3","2015-10-01T14:13:26Z","USA:IN","egg raw whole","environmental/other","USA:IN","PDS000031433.1",24,,"SAMN03838264","GCA_008617535.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CFSAN035291","""CFSAN035291"",""FSIS1502690"",""SRS1039566""","Enteritidis","PDT000081631.3","2015-10-01T14:13:26Z","USA:NJ","egg raw whole","environmental/other","USA:NJ","PDS000030237.1646",10,11,"SAMN03838253","GCA_008616895.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N46839","""CVM N46839"",""SRS1102119""","Enteritidis","PDT000081915.1","2015-08-20T20:16:13Z","USA: MN","ground turkey","environmental/other",,"PDS000030237.1646",4,7,"SAMN03894218","GCA_001271735.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N47727","""CVM N47727"",""SRS1102069""","Enteritidis","PDT000081923.1","2015-08-20T20:18:59Z","USA: NY","ground turkey","environmental/other",,"PDS000030237.1646",7,7,"SAMN03894257","GCA_001271905.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N48702","""CVM N48702"",""SRS1102038""","Enteritidis","PDT000081936.1","2015-08-20T20:21:57Z","USA: LA","Chicken Thighs","environmental/other",,"PDS000032669.436",4,2,"SAMN03894289","GCA_001272175.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1503901","""FSIS1503901"",""SRS1065458""","Enteritidis","PDT000082887.2","2015-09-11T22:10:57Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000030237.1646",18,15,"SAMN04054242","GCA_008651495.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504078","""FSIS1504078"",""SRS1067795""","Enteritidis","PDT000083048.2","2015-09-15T19:11:14Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000030237.1646",4,2,"SAMN04076260","GCA_008642595.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504006","""FSIS1504006"",""SRS1067794""","Enteritidis","PDT000083049.2","2015-09-15T19:11:14Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,0,"SAMN04076256","GCA_008642535.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504004","""FSIS1504004"",""SRS1067766""","Enteritidis","PDT000083050.2","2015-09-15T19:11:14Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",1,1,"SAMN04076254","GCA_016376545.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504079","""FSIS1504079"",""SRS1067764""","Enteritidis","PDT000083052.2","2015-09-15T19:11:14Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000030237.1646",5,1,"SAMN04076261","GCA_008642575.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1503965","""FSIS1503965"",""SRS1067713""","Enteritidis","PDT000083085.2","2015-09-15T20:09:56Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",21,1,"SAMN04076026","GCA_008642735.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504080","""FSIS1504080"",""SRS1067747""","Enteritidis","PDT000083095.2","2015-09-15T20:09:56Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000030237.1646",7,5,"SAMN04076035","GCA_008642795.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504403","""FSIS1504403"",""SRS1080017""","Enteritidis","PDT000084101.2","2015-09-22T18:11:57Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000032669.436",1,7,"SAMN04100960","GCA_008652255.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504281","""FSIS1504281"",""SRS1080024""","Enteritidis","PDT000084102.2","2015-09-22T18:11:57Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000032669.436",0,3,"SAMN04100956","GCA_008653775.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504283","""FSIS1504283"",""SRS1080023""","Enteritidis","PDT000084103.2","2015-09-22T18:11:57Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000032669.436",1,4,"SAMN04100957","GCA_008652275.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504219","""FSIS1504219"",""SRS1080022""","Enteritidis","PDT000084104.2","2015-09-22T18:11:57Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000032669.436",2,6,"SAMN04100955","GCA_008652315.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504284","""FSIS1504284"",""SRS1080021""","Enteritidis","PDT000084105.2","2015-09-22T18:11:57Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000032669.436",0,3,"SAMN04100958","GCA_008652355.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504285","""FSIS1504285"",""SRS1080020""","Enteritidis","PDT000084106.2","2015-09-22T18:11:57Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000032669.436",1,4,"SAMN04100959","GCA_008652335.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504405","""FSIS1504405"",""SRS1080019""","Enteritidis","PDT000084107.2","2015-09-22T18:11:57Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000032669.436",1,8,"SAMN04100961","GCA_008643195.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504441","""FSIS1504441"",""SRS1080105""","Enteritidis","PDT000084109.2","2015-09-22T20:11:28Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000030237.1646",13,5,"SAMN04101286","GCA_008652375.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504440","""FSIS1504440"",""SRS1080108""","Enteritidis","PDT000084114.2","2015-09-22T20:11:28Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000030237.1646",4,2,"SAMN04101285","GCA_016376665.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504099","""FSIS1504099"",""SRS1094478""","Enteritidis","PDT000084969.2","2015-09-29T20:10:23Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",1,4,"SAMN04120364","GCA_008657635.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504091","""FSIS1504091"",""SRS1094477""","Enteritidis","PDT000084970.2","2015-09-29T20:10:23Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,3,"SAMN04120363","GCA_008657555.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504501","""FSIS1504501"",""SRS1094485""","Enteritidis","PDT000084971.2","2015-09-29T20:10:23Z","USA:IL","comminuted chicken","environmental/other","USA:IL","PDS000065765.262",6,1,"SAMN04120365","GCA_008657595.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N52016","""CVM N52016"",""SRS1069316""","Enteritidis","PDT000085835.2","2015-10-06T23:17:11Z","USA:CO","Chicken Thighs","environmental/other",,"PDS000030237.1646",22,4,"SAMN03988217","GCA_008469165.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N54712","""CVM N54712"",""SRS1069123""","Enteritidis","PDT000086026.3","2015-10-06T23:17:17Z","USA:MN","Chicken Thighs","environmental/other",,"PDS000032668.1668",2,1,"SAMN03988408","GCA_008514215.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504787","""FSIS1504787"",""SRS1131110""","Enteritidis","PDT000088615.2","2015-10-23T22:21:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,0,"SAMN04211875","GCA_008647535.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1504786","""FSIS1504786"",""SRS1131124""","Enteritidis","PDT000088617.2","2015-10-23T22:21:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,0,"SAMN04211874","GCA_008647635.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1503362","""FSIS1503362"",""SRS1169212""","Enteritidis","PDT000094846.2","2015-11-19T18:19:22Z","USA:WA","raw intact chicken","environmental/other",,"PDS000083226.1089",3,2,"SAMN04279217","GCA_008644835.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1502815","""FSIS1502815"",""SRS1169236""","Enteritidis","PDT000094856.2","2015-11-19T19:18:53Z","USA:AR","comminuted chicken","environmental/other","USA:AR","PDS000030237.1646",3,3,"SAMN04279285","GCA_008649495.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1502817","""FSIS1502817"",""SRS1169242""","Enteritidis","PDT000094867.2","2015-11-19T20:19:13Z","USA:MN","raw intact chicken","environmental/other","USA:MN","PDS000030237.1646",2,2,"SAMN04279287","GCA_008649755.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1503461","""FSIS1503461"",""SRS1174639""","Enteritidis","PDT000095157.2","2015-11-23T23:18:48Z","USA:SC","raw intact chicken","environmental/other","USA:SC","PDS000030237.1646",7,3,"SAMN04287664","GCA_008645055.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1505001","""FSIS1505001"",""SRS1187708""","Enteritidis","PDT000095664.2","2015-12-03T16:19:42Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,1,"SAMN04311829","GCA_008691605.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1505002","""FSIS1505002"",""SRS1187730""","Enteritidis","PDT000095665.2","2015-12-03T16:19:42Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,1,"SAMN04311830","GCA_016376465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1505003","""FSIS1505003"",""SRS1187892""","Enteritidis","PDT000095670.2","2015-12-03T16:19:42Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",1,2,"SAMN04311831","GCA_008691645.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1505178","""FSIS1505178"",""SRS1208346""","Enteritidis","PDT000098145.2","2015-12-16T14:26:18Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",1,5,"SAMN04338397","GCA_008731855.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1505179","""FSIS1505179"",""SRS1208345""","Enteritidis","PDT000098146.2","2015-12-16T14:26:18Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",1,6,"SAMN04338398","GCA_008731195.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1505177","""FSIS1505177"",""SRS1208379""","Enteritidis","PDT000098152.2","2015-12-16T14:26:18Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",1,6,"SAMN04338396","GCA_008731155.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1505176","""FSIS1505176"",""SRS1208377""","Enteritidis","PDT000098155.2","2015-12-16T15:23:18Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",6,4,"SAMN04338395","GCA_008731895.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N29385","""CVM N29385"",""SRS1502448""","Enteritidis","PDT000100262.1","2015-12-22T18:17:05Z","USA: OR","ground turkey","environmental/other",,"PDS000030237.1646",4,7,"SAMN02699212","GCA_001478845.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N38869","""CVM N38869"",""SRS1502036""","Enteritidis","PDT000100373.1","2015-12-22T18:26:23Z","USA: GA","ground turkey","environmental/other",,"PDS000158107.402",10,15,"SAMN02699287","GCA_001479885.1","aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE","antigen_formula=8:z10:e,n,x,serotype=Hadar",
"Salmonella enterica","CVM-N18563","""CFSAN040008"",""CVM N18563"",""CVM-N18563"",""SRS1314898""","Enteritidis","PDT000111314.2","2016-02-29T20:24:08Z","USA:PA","ground turkey","environmental/other","USA:PA","PDS000030237.1646",7,5,"SAMN04218109","GCA_007195215.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605957","""FSIS1605957"",""SRS1323235""","Enteritidis","PDT000111668.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",15,6,"SAMN04532060","GCA_008514275.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605955","""FSIS1605955"",""SRS1323234""","Enteritidis","PDT000111669.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,0,"SAMN04532058","GCA_008515965.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605959","""FSIS1605959"",""SRS1323236""","Enteritidis","PDT000111670.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,2,"SAMN04532062","GCA_008407665.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605958","""FSIS1605958"",""SRS1323246""","Enteritidis","PDT000111671.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,2,"SAMN04532061","GCA_008407845.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605952","""FSIS1605952"",""SRS1323421""","Enteritidis","PDT000111672.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",5,3,"SAMN04532055","GCA_008516865.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605953","""FSIS1605953"",""SRS1323420""","Enteritidis","PDT000111673.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",1,0,"SAMN04532056","GCA_008516825.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605954","""FSIS1605954"",""SRS1323419""","Enteritidis","PDT000111674.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,0,"SAMN04532057","GCA_008407765.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605956","""FSIS1605956"",""SRS1323418""","Enteritidis","PDT000111675.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",20,9,"SAMN04532059","GCA_008407785.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605962","""FSIS1605962"",""SRS1323425""","Enteritidis","PDT000111676.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,2,"SAMN04532065","GCA_008470985.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605966","""FSIS1605966"",""SRS1323424""","Enteritidis","PDT000111677.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,4,"SAMN04532069","GCA_008471065.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605960","""FSIS1605960"",""SRS1323423""","Enteritidis","PDT000111678.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,2,"SAMN04532063","GCA_008407795.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605961","""FSIS1605961"",""SRS1323422""","Enteritidis","PDT000111679.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,2,"SAMN04532064","GCA_008407825.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605963","""FSIS1605963"",""SRS1323427""","Enteritidis","PDT000111680.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,4,"SAMN04532066","GCA_008407885.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605965","""FSIS1605965"",""SRS1323426""","Enteritidis","PDT000111681.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",1,5,"SAMN04532068","GCA_008407945.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605964","""FSIS1605964"",""SRS1323428""","Enteritidis","PDT000111682.2","2016-03-05T03:27:19Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",0,4,"SAMN04532067","GCA_008407905.1","blaTEM-1=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605968","""FSIS1605968"",""SRS1327421""","Enteritidis","PDT000112825.2","2016-03-08T15:27:29Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000030237.1646",11,9,"SAMN04537009","GCA_008868765.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM-N18616","""CFSAN040058"",""CVM N18616"",""CVM-N18616"",""SRS1335808""","Enteritidis","PDT000113721.2","2016-03-11T22:25:06Z","USA:TN","ground turkey","environmental/other","USA:TN","PDS000032668.1668",7,14,"SAMN04218159","GCA_007205195.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","FSIS1605967","""FSIS1605967"",""SRS1349848""","Enteritidis","PDT000115243.2","2016-03-18T22:12:06Z","USA:ME","comminuted chicken","environmental/other","USA:ME","PDS000083226.1089",2,3,"SAMN04568545","GCA_008832505.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N55851","""CVM N55851"",""SRS1361991""","Enteritidis","PDT000121128.2","2016-03-25T19:09:59Z","USA:MN","Chicken Thighs","environmental/other",,"PDS000030237.1646",12,16,"SAMN04576590","GCA_008517245.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N55852","""CVM N55852"",""SRS1361990""","Enteritidis","PDT000121129.2","2016-03-25T19:09:59Z","USA:MN","Chicken Thighs","environmental/other",,"PDS000030237.1646",3,2,"SAMN04576591","GCA_008517145.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N55853","""CVM N55853"",""SRS1361989""","Enteritidis","PDT000121130.2","2016-03-25T19:09:59Z","USA:MN","Chicken Thighs","environmental/other",,"PDS000030237.1646",12,16,"SAMN04576592","GCA_008471485.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N56251","""CVM N56251"",""SRS1361964""","Enteritidis","PDT000121155.2","2016-03-25T19:10:00Z","USA:OR","Chicken Thighs","environmental/other",,"PDS000004720.198",14,7,"SAMN04576617","GCA_008408465.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
"Salmonella enterica","CVM N56570","""CVM N56570"",""SRS1361943""","Enteritidis","PDT000121176.2","2016-03-25T19:10:01Z","USA:NY","Chicken Thighs","environmental/other",,"PDS000083226.1089",0,1,"SAMN04576638","GCA_008471985.1","mdsA=COMPLETE,mdsB=COMPLETE","antigen_formula=9:g,m:-,serotype=Enteritidis",
